CAMPUS,CAMPNAME,CNTYNAME,COUNTY,DISTNAME,DISTRICT,REGION
'101912213,OSBORNE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912214,PARK PLACE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912215,PARKER EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912216,PATTERSON EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912217,PECK EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912218,PILGRIM ACADEMY,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912219,PINEY POINT EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912220,PLEASANTVILLE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912221,POE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912222,PORT HOUSTON EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912223,PUGH EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912224,RED EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912225,REYNOLDS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912227,MCNAMARA EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912228,RIVER OAKS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912229,ROBERTS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912231,ROOSEVELT EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912232,ROSS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912233,RUCKER EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912234,BAYLOR COLLEGE OF MEDICINE BIOTECH,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912237,SCARBOROUGH EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912239,SHEARN EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912240,SHERMAN EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912241,SINCLAIR EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912242,SMITH EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912243,THOMPSON EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912244,SOUTHMAYD EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912245,STEVENS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912247,YOUNG EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912248,SUTTON EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912249,TRAVIS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912251,TWAIN EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912252,WAINWRIGHT EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912253,WALNUT BEND EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912254,WESLEY EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912255,WEST UNIVERSITY EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912256,WHARTON K-8 DUAL LANGUAGE ACADEMY,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912257,WHIDBY EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912258,WHITTIER EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912259,WILSON MONTESSORI,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912260,WINDSOR VILLAGE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912262,GRISSOM EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912263,LAW EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912264,MITCHELL EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912265,PETERSEN EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912267,WHITE E EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912268,BENBROOK EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912269,SCROGGINS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912271,FOERSTER EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912273,ASHFORD EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912274,ASKEW EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912275,BUSH EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912276,SHADOWBRIAR EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912279,TIJERINA EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912281,SANCHEZ EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912283,GARCIA EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912285,VALLEY WEST EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912286,HERRERA EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912287,CAGE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912289,MARTINEZ C EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912290,CRESPO EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912291,GALLEGOS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912292,CARRILLO EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912295,BENAVIDEZ EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912297,DAVILA EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912298,MARTINEZ R EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912299,MILNE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912300,INSPIRED FOR EXCELLENCE ACADEMY IN,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912301,EASTWOOD ACADEMY,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912308,NORTH HOUSTON EARLY COLLEGE H S,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912310,HOUSTON MATH SCIENCE AND TECHNOLOG,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912311,MOUNT CARMEL ACADEMY,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912320,HARRIS CO J J A E P,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912321,ENERGIZED FOR STEM ACADEMY SOUTHEA,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912322,CARNEGIE VANGUARD H S,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912323,CHALLENGE EARLY COLLEGE H S,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912324,LIBERTY H S,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912328,TSU CHARTER LAB SCH,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912337,PIN OAK MIDDLE,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912338,ORTIZ MIDDLE,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912340,LAS AMERICAS,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912342,ENERGIZED FOR EXCELLENCE ACADEMY I,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912344,BRIARMEADOW CHARTER,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912345,EAST EARLY COLLEGE H S,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912348,HOUSTON ACADEMY FOR INTERNATIONAL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912350,ENERGIZED FOR EXCELLENCE ACADEMY E,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912351,HARPER DAEP,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912352,FARIAS EARLY CHILDHOOD CENTER,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912353,SCHOOL AT ST GEORGE PLACE,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912354,MISTRAL CENTER FOR EARLY CHILDHOOD,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912355,KING EARLY CHILDHOOD CTR,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912357,LAURENZO EARLY CHILDHOOD CTR,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912358,COOK JR EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912359,MORENO EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912360,BELLFORT EARLY CHILDHOOD CENTER,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912364,ENERGIZED FOR EXCELLENCE ACADEMY E,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912369,GROSS EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912371,YOUNG SCHOLARS ACADEMY FOR EXCELLE,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912372,RODRIGUEZ EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912373,SEGUIN EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912374,TINSLEY EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912380,R D S P D,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912382,REAGAN K-8 EDUCATIONAL CTR,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912383,DEANDA EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912389,KETELSEN EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912390,ENERGIZED FOR STEM ACADEMY SOUTHWE,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912392,YOUNG LEARNERS,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912394,NEFF EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912395,HINES-CALDWELL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912396,RAY DAILY EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912402,SECONDARY DAEP,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912455,ENERGIZED FOR STEM ACADEMY SOUTHWE,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912456,H S AHEAD ACADEMY,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912458,MICKEY LELAND COLLEGE PREP ACAD FO,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912459,ENERGIZED FOR STEM ACADEMY SOUTHEA,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912460,MANDARIN IMMERSION MAGNET SCHOOL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912463,YOUNG WOMEN'S COLLEGE PREP ACADEMY,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912467,BAYLOR COLLEGE OF MEDICINE ACADEMY,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912468,ENERGY INSTITUTE H S,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912470,FONWOOD EARLY CHILDHOOD CTR,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912473,HILLIARD EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912475,ELMORE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912476,FOREST BROOK MIDDLE,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912477,NORTH FOREST H S,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912478,ARABIC IMMERSION MAGNET SCHOOL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912479,SHADYDALE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912480,MARSHALL EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912483,MARK WHITE EL,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912484,MIDDLE COLLEGE H S AT HCC GULFTON,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912485,MIDDLE COLLEGE H S AT HCC FRAGA,HARRIS,'101,HOUSTON ISD,'101912,'04
'101912486,SOUTH EARLY COLLEGE H S,HARRIS,'101,HOUSTON ISD,'101912,'04
'101913001,HUMBLE H S,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913002,KINGWOOD H S,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913005,QUEST EARLY COLLEGE H S,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913008,ATASCOCITA H S,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913013,KINGWOOD PARK H S,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913014,SUMMER CREEK H S,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913015,HUMBLE COMMUNITY LEARNING CENTER,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913041,HUMBLE MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913042,KINGWOOD MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913043,CREEKWOOD MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913044,ATASCOCITA MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913045,RIVERWOOD MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913046,TIMBERWOOD MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913047,ROSS STERLING MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913048,WOODCREEK MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913049,WESTLAKE MIDDLE,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913101,HUMBLE EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913102,LAKELAND EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913103,NORTH BELT EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913104,FOSTER EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913105,WOODLAND HILLS EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913106,BEAR BRANCH EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913107,ELM GROVE EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913108,OAKS EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913109,GREENTREE EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913110,TIMBERS EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913111,PINEFOREST EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913112,DEERWOOD EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913113,WILLOW CREEK EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913114,HIDDEN HOLLOW EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913115,WHISPERING PINES EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913116,SHADOW FOREST EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913117,JACK M FIELDS SR EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913118,OAK FOREST EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913119,MAPLEBROOK EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913120,SUMMERWOOD EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913121,EAGLE SPRINGS EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913122,PARK LAKES EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913123,RIVER PINES EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913124,FALL CREEK EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913125,LAKESHORE EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913126,ATASCOCITA SPRINGS EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913127,RIDGE CREEK EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913128,GROVES EL,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913197,HIGHPOINT EAST,HARRIS,'101,HUMBLE ISD,'101913,'04
'101913198,JJAEP CAMPUS,HARRIS,'101,HUMBLE ISD,'101913,'04
'101914001,KATY H S,HARRIS,'101,KATY ISD,'101914,'04
'101914002,TAYLOR H S,HARRIS,'101,KATY ISD,'101914,'04
'101914003,OPPORT AWARENESS CTR,HARRIS,'101,KATY ISD,'101914,'04
'101914005,MAYDE CREEK H S,HARRIS,'101,KATY ISD,'101914,'04
'101914007,CINCO RANCH H S,HARRIS,'101,KATY ISD,'101914,'04
'101914009,MORTON RANCH H S,HARRIS,'101,KATY ISD,'101914,'04
'101914010,SEVEN LAKES H S,HARRIS,'101,KATY ISD,'101914,'04
'101914011,RAINES H S,HARRIS,'101,KATY ISD,'101914,'04
'101914012,TOMPKINS H S,HARRIS,'101,KATY ISD,'101914,'04
'101914013,PAETOW H S,HARRIS,'101,KATY ISD,'101914,'04
'101914033,HARRIS CO SCH FOR ACCELERATED LRN,HARRIS,'101,KATY ISD,'101914,'04
'101914034,FORT BEND CO ALTER,HARRIS,'101,KATY ISD,'101914,'04
'101914041,KATY J H,HARRIS,'101,KATY ISD,'101914,'04
'101914042,WEST MEMORIAL J H,HARRIS,'101,KATY ISD,'101914,'04
'101914043,MAYDE CREEK J H,HARRIS,'101,KATY ISD,'101914,'04
'101914044,MEMORIAL PARKWAY J H,HARRIS,'101,KATY ISD,'101914,'04
'101914045,T H MCDONALD J H,HARRIS,'101,KATY ISD,'101914,'04
'101914046,RODGER & ELLEN BECK J H,HARRIS,'101,KATY ISD,'101914,'04
'101914047,GARLAND MCMEANS J H,HARRIS,'101,KATY ISD,'101914,'04
'101914048,CINCO RANCH J H,HARRIS,'101,KATY ISD,'101914,'04
'101914049,MORTON RANCH J H,HARRIS,'101,KATY ISD,'101914,'04
'101914050,BECKENDORFF J H,HARRIS,'101,KATY ISD,'101914,'04
'101914051,CARDIFF J H,HARRIS,'101,KATY ISD,'101914,'04
'101914052,WOODCREEK J H,HARRIS,'101,KATY ISD,'101914,'04
'101914053,SEVEN LAKES J H,HARRIS,'101,KATY ISD,'101914,'04
'101914054,TAYS J H,HARRIS,'101,KATY ISD,'101914,'04
'101914055,STOCKDICK J H,HARRIS,'101,KATY ISD,'101914,'04
'101914101,MAURICE L WOLFE EL,HARRIS,'101,KATY ISD,'101914,'04
'101914102,KATY EL,HARRIS,'101,KATY ISD,'101914,'04
'101914103,WEST MEMORIAL EL,HARRIS,'101,KATY ISD,'101914,'04
'101914104,MEMORIAL PARKWAY EL,HARRIS,'101,KATY ISD,'101914,'04
'101914105,ZELMA HUTSELL EL,HARRIS,'101,KATY ISD,'101914,'04
'101914106,BEAR CREEK EL,HARRIS,'101,KATY ISD,'101914,'04
'101914107,CIMARRON EL,HARRIS,'101,KATY ISD,'101914,'04
'101914108,DIANE WINBORN EL,HARRIS,'101,KATY ISD,'101914,'04
'101914109,NOTTINGHAM COUNTRY EL,HARRIS,'101,KATY ISD,'101914,'04
'101914110,SUNDOWN EL,HARRIS,'101,KATY ISD,'101914,'04
'101914111,MAYDE CREEK EL,HARRIS,'101,KATY ISD,'101914,'04
'101914112,HAZEL S PATTISON EL,HARRIS,'101,KATY ISD,'101914,'04
'101914113,LORAINE T GOLBOW EL,HARRIS,'101,KATY ISD,'101914,'04
'101914114,EDNA MAE FIELDER EL,HARRIS,'101,KATY ISD,'101914,'04
'101914115,JEANETTE HAYES EL,HARRIS,'101,KATY ISD,'101914,'04
'101914116,MCROBERTS EL,HARRIS,'101,KATY ISD,'101914,'04
'101914117,ROOSEVELT ALEXANDER EL,HARRIS,'101,KATY ISD,'101914,'04
'101914118,JAMES E WILLIAMS EL,HARRIS,'101,KATY ISD,'101914,'04
'101914119,SUE CREECH EL,HARRIS,'101,KATY ISD,'101914,'04
'101914120,ROBERT KING EL,HARRIS,'101,KATY ISD,'101914,'04
'101914121,JEAN & BETTY SCHMALZ EL,HARRIS,'101,KATY ISD,'101914,'04
'101914122,ODESSA KILPATRICK EL,HARRIS,'101,KATY ISD,'101914,'04
'101914123,ROBERTA WRIGHT RYLANDER EL,HARRIS,'101,KATY ISD,'101914,'04
'101914124,JOELLA EXLEY EL,HARRIS,'101,KATY ISD,'101914,'04
'101914125,JACK & SHARON RHOADS EL,HARRIS,'101,KATY ISD,'101914,'04
'101914126,FRANZ EL,HARRIS,'101,KATY ISD,'101914,'04
'101914127,GRIFFIN EL,HARRIS,'101,KATY ISD,'101914,'04
'101914128,URSULA STEPHENS EL,HARRIS,'101,KATY ISD,'101914,'04
'101914129,WOODCREEK EL,HARRIS,'101,KATY ISD,'101914,'04
'101914130,MORTON RANCH EL,HARRIS,'101,KATY ISD,'101914,'04
'101914131,BONNIE HOLLAND EL,HARRIS,'101,KATY ISD,'101914,'04
'101914132,STANLEY C STANLEY EL,HARRIS,'101,KATY ISD,'101914,'04
'101914133,TOM WILSON EL,HARRIS,'101,KATY ISD,'101914,'04
'101914134,RAY AND JAMIE WOLMAN EL,HARRIS,'101,KATY ISD,'101914,'04
'101914137,FRED AND PATTI SHAFER EL,HARRIS,'101,KATY ISD,'101914,'04
'101914138,KEIKO DAVIDSON EL,HARRIS,'101,KATY ISD,'101914,'04
'101914139,JAMES E RANDOLPH EL,HARRIS,'101,KATY ISD,'101914,'04
'101914140,JENKS EL,HARRIS,'101,KATY ISD,'101914,'04
'101914141,BETHKE EL,HARRIS,'101,KATY ISD,'101914,'04
'101914142,BRYANT EL,HARRIS,'101,KATY ISD,'101914,'04
'101914143,CAMPBELL EL,HARRIS,'101,KATY ISD,'101914,'04
'101915001,KLEIN H S,HARRIS,'101,KLEIN ISD,'101915,'04
'101915002,KLEIN FOREST H S,HARRIS,'101,KLEIN ISD,'101915,'04
'101915003,KLEIN OAK H S,HARRIS,'101,KLEIN ISD,'101915,'04
'101915004,KLEIN COLLINS H S,HARRIS,'101,KLEIN ISD,'101915,'04
'101915005,KLEIN CAIN H S,HARRIS,'101,KLEIN ISD,'101915,'04
'101915037,HARRIS CO JJAEP,HARRIS,'101,KLEIN ISD,'101915,'04
'101915038,KLEIN ANNEX,HARRIS,'101,KLEIN ISD,'101915,'04
'101915041,KLEIN INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915042,HILDEBRANDT INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915043,WUNDERLICH INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915044,STRACK INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915045,KLEB INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915046,DOERRE INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915047,SCHINDEWOLF INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915048,KRIMMEL INTERMED,HARRIS,'101,KLEIN ISD,'101915,'04
'101915049,ULRICH INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915050,HOFIUS INT,HARRIS,'101,KLEIN ISD,'101915,'04
'101915101,KOHRVILLE EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915102,NORTHAMPTON EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915103,HAUDE EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915104,GREENWOOD FOREST EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915105,EPPS ISLAND EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915106,THEISS EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915107,BENFER EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915108,KAISER EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915109,BRILL EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915110,EHRHARDT EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915111,LEMM EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915112,NITSCH EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915113,KRAHN EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915114,ROTH EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915115,KUEHNLE EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915116,MITTELSTADT EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915117,KLENK EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915118,EILAND EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915119,SCHULTZ EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915120,HASSLER EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915121,KREINHOP EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915122,MCDOUGLE EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915123,METZLER EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915124,BENIGNUS EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915125,FRANK EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915126,MUELLER EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915127,BLACKSHEAR EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915128,ZWINK EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915129,BERNSHAUSEN EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915130,THE GRACE ENGLAND EARLY CHILDHOOD/,HARRIS,'101,KLEIN ISD,'101915,'04
'101915131,FRENCH EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101915132,MAHAFFEY EL,HARRIS,'101,KLEIN ISD,'101915,'04
'101916001,LA PORTE H S,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916002,THE ACADEMY OF VIOLA DEWALT H S,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916009,HIGHPOINT - DAEP,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916032,JJAEP DISCIPLINARY SCHOOL,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916041,LA PORTE J H,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916042,JAMES H BAKER SIXTH GRADE CAMPUS,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916043,LOMAX J H,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916101,JENNIE REID EL,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916102,HERITAGE EL,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916103,LA PORTE EL,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916104,BAYSHORE EL,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916105,COLLEGE PARK EL,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916106,LOMAX EL,HARRIS,'101,LA PORTE ISD,'101916,'04
'101916107,LEO A RIZZUTO EL,HARRIS,'101,LA PORTE ISD,'101916,'04
'101917001,PASADENA HIGH SCHOOL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917002,SAM RAYBURN H S,HARRIS,'101,PASADENA ISD,'101917,'04
'101917003,SOUTH HOUSTON HIGH SCHOOL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917004,DOBIE H S,HARRIS,'101,PASADENA ISD,'101917,'04
'101917007,TEGELER CAREER CENTER,HARRIS,'101,PASADENA ISD,'101917,'04
'101917012,EXCEL ACADEMY (JJAEP),HARRIS,'101,PASADENA ISD,'101917,'04
'101917013,PASADENA MEMORIAL H S,HARRIS,'101,PASADENA ISD,'101917,'04
'101917014,THE SUMMIT (HIGH SCHOOL),HARRIS,'101,PASADENA ISD,'101917,'04
'101917016,DR KIRK LEWIS CAREER AND TECHNICAL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917041,BEVERLY HILLS INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917042,JACKSON INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917043,PARK VIEW INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917044,QUEENS INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917045,SAN JACINTO INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917046,SOUTH HOUSTON INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917047,SOUTHMORE INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917048,MILLER INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917049,THOMPSON INT,HARRIS,'101,PASADENA ISD,'101917,'04
'101917051,BONDY INT,HARRIS,'101,PASADENA ISD,'101917,'04
