CAMPUS,CAMPNAME,CNTYNAME,COUNTY,DISTNAME,DISTRICT,REGION
'101917055,THE SUMMIT (INTERMEDIATE),HARRIS,'101,PASADENA ISD,'101917,'04
'101917101,BAILEY EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917102,FISHER ELEMENTARY,HARRIS,'101,PASADENA ISD,'101917,'04
'101917103,FREEMAN EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917104,GARDENS EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917105,GARFIELD EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917106,GENOA EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917107,GOLDEN ACRES EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917108,PEARL HALL EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917109,JESSUP EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917110,KRUSE EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917111,MEADOR ELEMENTARY,HARRIS,'101,PASADENA ISD,'101917,'04
'101917112,PARKS EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917113,POMEROY EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917114,RED BLUFF EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917115,RICHEY EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917116,L F SMITH ELEMENTARY,HARRIS,'101,PASADENA ISD,'101917,'04
'101917117,MAE SMYTHE EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917118,SOUTH HOUSTON EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917119,SOUTH SHAVER EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917120,WILLIAMS ELEMENTARY,HARRIS,'101,PASADENA ISD,'101917,'04
'101917122,MCMASTERS EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917123,STUCHBERY EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917124,ATKINSON EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917125,JENSEN EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917126,BURNETT ELEMENTARY,HARRIS,'101,PASADENA ISD,'101917,'04
'101917127,FRAZIER EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917128,TEAGUE EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917129,MOORE EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917130,YOUNG EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917131,SPARKS ELEMENTARY,HARRIS,'101,PASADENA ISD,'101917,'04
'101917132,TURNER EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917133,MORALES ELEMENTARY,HARRIS,'101,PASADENA ISD,'101917,'04
'101917134,MATTHYS EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917135,MORRIS MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917136,DE ZAVALA MIDDLE SCHOOL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917137,LAURA WELCH BUSH EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917138,SOUTH BELT EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101917139,CARTER LOMAX MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917140,MELILLO MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917141,EARNESTEEN MILSTEAD MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917142,RICK SCHNEIDER MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917143,BOBBY SHAW MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917144,KELLER MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917145,MARSHALL KENDRICK MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917146,NELDA SULLIVAN MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917147,FRED ROBERTS MIDDLE,HARRIS,'101,PASADENA ISD,'101917,'04
'101917148,THOMAS HANCOCK EL,HARRIS,'101,PASADENA ISD,'101917,'04
'101919001,SPRING H S,HARRIS,'101,SPRING ISD,'101919,'04
'101919002,WESTFIELD H S,HARRIS,'101,SPRING ISD,'101919,'04
'101919003,ANDY DEKANEY H S,HARRIS,'101,SPRING ISD,'101919,'04
'101919018,CARL WUNSCHE SR H S,HARRIS,'101,SPRING ISD,'101919,'04
'101919021,SPRING EARLY COLLEGE ACADEMY,HARRIS,'101,SPRING ISD,'101919,'04
'101919022,RICHEY ACADEMY,HARRIS,'101,SPRING ISD,'101919,'04
'101919043,EDWIN M WELLS MIDDLE,HARRIS,'101,SPRING ISD,'101919,'04
'101919044,DUEITT MIDDLE,HARRIS,'101,SPRING ISD,'101919,'04
'101919045,TWIN CREEKS MIDDLE,HARRIS,'101,SPRING ISD,'101919,'04
'101919046,BAMMEL MIDDLE,HARRIS,'101,SPRING ISD,'101919,'04
'101919047,STELLE CLAUGHTON MIDDLE,HARRIS,'101,SPRING ISD,'101919,'04
'101919048,RICKEY C BAILEY MIDDLE,HARRIS,'101,SPRING ISD,'101919,'04
'101919050,EDWARD ROBERSON MIDDLE,HARRIS,'101,SPRING ISD,'101919,'04
'101919102,BAMMEL EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919103,PONDEROSA EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919104,JOHN WINSHIP EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919105,PAT REYNOLDS EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919106,MEYER EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919107,MILDRED JENKINS EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919108,PEARL M HIRSCH EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919109,ANDERSON EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919110,JOAN LINK EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919111,SMITH EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919112,BENEKE EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919114,DELORAS E THOMPSON EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919115,HERITAGE EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919116,CLARK INT,HARRIS,'101,SPRING ISD,'101919,'04
'101919117,SALYERS EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919119,CHET BURCHETT EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919120,MILTON COOPER EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919121,GINGER MCNABB EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919122,NORTHGATE EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919123,DONNA LEWIS EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919124,CAROLEE BOOKER ELEMENTARY,HARRIS,'101,SPRING ISD,'101919,'04
'101919125,HOYLAND EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919126,RALPH EICKENROHT EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919127,HELEN MAJOR EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919128,GLORIA MARSHALL EL,HARRIS,'101,SPRING ISD,'101919,'04
'101919129,CLARK PRI,HARRIS,'101,SPRING ISD,'101919,'04
'101920001,MEMORIAL H S,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920003,SPRING WOODS H S,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920005,NORTHBROOK H S,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920006,STRATFORD H S,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920010,HARRIS CO J J A E P,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920014,WESTCHESTER ACADEMY FOR INTERNATIO,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920016,ACADEMY OF CHOICE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920018,SPRING BRANCH ACADEMIC INSTITUTE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920041,LANDRUM MIDDLE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920042,MEMORIAL MIDDLE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920043,SPRING BRANCH MIDDLE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920044,SPRING WOODS MIDDLE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920045,SPRING FOREST MIDDLE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920046,SPRING OAKS MIDDLE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920047,NORTHBROOK MIDDLE,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920048,CORNERSTONE ACADEMY,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920101,BENDWOOD SCHOOL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920102,BUNKER HILL EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920103,EDGEWOOD EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920104,FROSTWOOD EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920105,HOLLIBROOK EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920106,HOUSMAN EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920107,HUNTERS CREEK EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920108,MEADOW WOOD EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920109,MEMORIAL DRIVE EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920110,PINE SHADOWS EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920111,RIDGECREST EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920112,RUMMEL CREEK EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920113,SHADOW OAKS EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920114,SPRING BRANCH EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920115,VALLEY OAKS EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920116,WESTWOOD EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920117,WOODVIEW EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920118,WILCHESTER EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920119,SHERWOOD EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920120,SPRING SHADOW EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920121,NOTTINGHAM EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920122,TERRACE EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920123,THORNWOOD EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920124,CEDAR BROOK EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920125,TREASURE FOREST EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920126,BUFFALO CREEK EL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920128,THE WILDCAT WAY SCHOOL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920129,THE PANDA PATH SCHOOL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920130,THE LION LANE SCHOOL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920131,THE BEAR BLVD SCHOOL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101920132,THE TIGER TRAIL SCHOOL,HARRIS,'101,SPRING BRANCH ISD,'101920,'04
'101921001,TOMBALL H S,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921002,TOMBALL MEMORIAL H S,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921003,TOMBALL J J A E P CAMPUS,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921005,TOMBALL STAR ACADEMY,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921042,TOMBALL J H,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921043,WILLOW WOOD J H,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921044,CREEKSIDE PARK J H,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921102,DECKER PRAIRIE EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921103,LAKEWOOD EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921105,TOMBALL INT,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921107,WILLOW CREEK EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921108,TOMBALL EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921109,NORTHPOINTE INT,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921110,ROSEHILL EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921111,CANYON POINTE EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921112,CREEKSIDE FOREST EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921113,TIMBER CREEK EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921114,WILDWOOD EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921115,CREEKVIEW EL,HARRIS,'101,TOMBALL ISD,'101921,'04
'101921116,OAKCREST INT,HARRIS,'101,TOMBALL ISD,'101921,'04
'101924001,C E KING H S,HARRIS,'101,SHELDON ISD,'101924,'04
'101924010,SHELDON JJAEP,HARRIS,'101,SHELDON ISD,'101924,'04
'101924012,KASE ACADEMY,HARRIS,'101,SHELDON ISD,'101924,'04
'101924014,HIGH POINT EAST,HARRIS,'101,SHELDON ISD,'101924,'04
'101924041,C E KING MIDDLE,HARRIS,'101,SHELDON ISD,'101924,'04
'101924043,MICHAEL R NULL MIDDLE,HARRIS,'101,SHELDON ISD,'101924,'04
'101924102,ROYALWOOD EL,HARRIS,'101,SHELDON ISD,'101924,'04
'101924104,L E MONAHAN EL,HARRIS,'101,SHELDON ISD,'101924,'04
'101924107,STEPHANIE CRAVENS EARLY CHILDHOOD,HARRIS,'101,SHELDON ISD,'101924,'04
'101924108,SHELDON EL,HARRIS,'101,SHELDON ISD,'101924,'04
'101924109,H M CARROLL EL,HARRIS,'101,SHELDON ISD,'101924,'04
'101924110,SHELDON EARLY CHILDHOOD ACADEMY,HARRIS,'101,SHELDON ISD,'101924,'04
'101924111,GARRETT EL,HARRIS,'101,SHELDON ISD,'101924,'04
'101925001,HARGRAVE H S,HARRIS,'101,HUFFMAN ISD,'101925,'04
'101925004,EXCEL ACADEMY,HARRIS,'101,HUFFMAN ISD,'101925,'04
'101925041,HUFFMAN MIDDLE,HARRIS,'101,HUFFMAN ISD,'101925,'04
'101925103,HUFFMAN EL,HARRIS,'101,HUFFMAN ISD,'101925,'04
'101925104,FALCON RIDGE EL,HARRIS,'101,HUFFMAN ISD,'101925,'04
'102901103,GEORGE WASHINGTON CARVER EL,HARRISON,'102,KARNACK ISD,'102901,'07
'102902001,MARSHALL H S,HARRISON,'102,MARSHALL ISD,'102902,'07
'102902041,MARSHALL J H,HARRISON,'102,MARSHALL ISD,'102902,'07
'102902103,CROCKETT EL,HARRISON,'102,MARSHALL ISD,'102902,'07
'102902107,SAM HOUSTON EL,HARRISON,'102,MARSHALL ISD,'102902,'07
'102902108,WM B TRAVIS EL,HARRISON,'102,MARSHALL ISD,'102902,'07
'102902110,WASHINGTON ECH CTR,HARRISON,'102,MARSHALL ISD,'102902,'07
'102902116,PRICE T YOUNG EL,HARRISON,'102,MARSHALL ISD,'102902,'07
'102903002,WASKOM H S,HARRISON,'102,WASKOM ISD,'102903,'07
'102903041,WASKOM MIDDLE,HARRISON,'102,WASKOM ISD,'102903,'07
'102903103,WASKOM EL,HARRISON,'102,WASKOM ISD,'102903,'07
'102904002,HALLSVILLE H S,HARRISON,'102,HALLSVILLE ISD,'102904,'07
'102904010,TEXAS VIRTUAL ACADEMY AT HALLSVILL,HARRISON,'102,HALLSVILLE ISD,'102904,'07
'102904041,HALLSVILLE J H,HARRISON,'102,HALLSVILLE ISD,'102904,'07
'102904102,HALLSVILLE PRI,HARRISON,'102,HALLSVILLE ISD,'102904,'07
'102904104,HALLSVILLE INT,HARRISON,'102,HALLSVILLE ISD,'102904,'07
'102904107,HALLSVILLE EAST EL,HARRISON,'102,HALLSVILLE ISD,'102904,'07
'102904108,HALLSVILLE NORTH EL,HARRISON,'102,HALLSVILLE ISD,'102904,'07
'102905001,HARLETON H S,HARRISON,'102,HARLETON ISD,'102905,'07
'102905041,HARLETON J H,HARRISON,'102,HARLETON ISD,'102905,'07
'102905101,HARLETON EL,HARRISON,'102,HARLETON ISD,'102905,'07
'102906001,ELYSIAN FIELDS H S,HARRISON,'102,ELYSIAN FIELDS ISD,'102906,'07
'102906041,ELYSIAN FIELDS MIDDLE,HARRISON,'102,ELYSIAN FIELDS ISD,'102906,'07
'102906101,ELYSIAN FIELDS EL,HARRISON,'102,ELYSIAN FIELDS ISD,'102906,'07
'103901001,CHANNING SCHOOL,HARTLEY,'103,CHANNING ISD,'103901,'16
'103902001,HARTLEY SCHOOL,HARTLEY,'103,HARTLEY ISD,'103902,'16
'104901001,HASKELL H S,HASKELL,'104,HASKELL CISD,'104901,'14
'104901041,HASKELL J H,HASKELL,'104,HASKELL CISD,'104901,'14
'104901101,HASKELL EL,HASKELL,'104,HASKELL CISD,'104901,'14
'104903001,RULE SCHOOL,HASKELL,'104,RULE ISD,'104903,'14
'104907001,PAINT CREEK SCHOOL,HASKELL,'104,PAINT CREEK ISD,'104907,'14
'105801001,KATHERINE ANNE PORTER SCHOOL,HAYS,'105,KATHERINE ANNE PORTER SCHOOL,'105801,'13
'105802041,TEXAS PREPARATORY SCHOOL,HAYS,'105,TEXAS PREPARATORY SCHOOL,'105802,'13
'105802101,TEXAS PREPARATORY SCHOOL - AUSTIN,HAYS,'105,TEXAS PREPARATORY SCHOOL,'105802,'13
'105803001,KI CHARTER ACADEMY,HAYS,'105,KI CHARTER ACADEMY,'105803,'13
'105902001,SAN MARCOS H S,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902041,GOODNIGHT MIDDLE,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902043,MILLER MIDDLE,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902101,BOWIE EL,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902102,CROCKETT EL,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902103,DEZAVALA EL,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902105,TRAVIS EL,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902107,HERNANDEZ EL,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902108,MENDEZ EL,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105902109,BONHAM PRE-K SCHOOL,HAYS,'105,SAN MARCOS CISD,'105902,'13
'105904001,DRIPPING SPRINGS H S,HAYS,'105,DRIPPING SPRINGS ISD,'105904,'13
'105904041,DRIPPING SPRINGS MIDDLE,HAYS,'105,DRIPPING SPRINGS ISD,'105904,'13
'105904042,SYCAMORE SPRINGS MIDDLE,HAYS,'105,DRIPPING SPRINGS ISD,'105904,'13
'105904101,DRIPPING SPRINGS EL,HAYS,'105,DRIPPING SPRINGS ISD,'105904,'13
'105904102,WALNUT SPRINGS EL,HAYS,'105,DRIPPING SPRINGS ISD,'105904,'13
'105904103,ROOSTER SPRINGS EL,HAYS,'105,DRIPPING SPRINGS ISD,'105904,'13
'105904104,SYCAMORE SPRINGS EL,HAYS,'105,DRIPPING SPRINGS ISD,'105904,'13
'105905001,WIMBERLEY H S,HAYS,'105,WIMBERLEY ISD,'105905,'13
'105905041,DANFORTH J H,HAYS,'105,WIMBERLEY ISD,'105905,'13
'105905101,JACOB'S WELL EL,HAYS,'105,WIMBERLEY ISD,'105905,'13
'105905102,SCUDDER PRI,HAYS,'105,WIMBERLEY ISD,'105905,'13
'105906001,JACK C HAYS H S,HAYS,'105,HAYS CISD,'105906,'13
'105906002,ALTER IMPACT CTR,HAYS,'105,HAYS CISD,'105906,'13
'105906004,LIVE OAK ACADEMY,HAYS,'105,HAYS CISD,'105906,'13
'105906005,LEHMAN H S,HAYS,'105,HAYS CISD,'105906,'13
'105906041,R C BARTON MIDDLE,HAYS,'105,HAYS CISD,'105906,'13
'105906043,ERIC DAHLSTROM MIDDLE,HAYS,'105,HAYS CISD,'105906,'13
'105906044,LAURA B WALLACE MIDDLE,HAYS,'105,HAYS CISD,'105906,'13
'105906045,ARMANDO CHAPA MIDDLE,HAYS,'105,HAYS CISD,'105906,'13
'105906046,D J RED SIMON MIDDLE,HAYS,'105,HAYS CISD,'105906,'13
'105906047,DR T C MCCORMICK JR MIDDLE,HAYS,'105,HAYS CISD,'105906,'13
'105906101,KYLE EL,HAYS,'105,HAYS CISD,'105906,'13
'105906103,TOM GREEN EL,HAYS,'105,HAYS CISD,'105906,'13
'105906106,BUDA EL,HAYS,'105,HAYS CISD,'105906,'13
'105906107,ELM GROVE EL,HAYS,'105,HAYS CISD,'105906,'13
'105906108,SUSIE FUENTES EL,HAYS,'105,HAYS CISD,'105906,'13
'105906109,HEMPHILL EL,HAYS,'105,HAYS CISD,'105906,'13
'105906110,TOBIAS EL,HAYS,'105,HAYS CISD,'105906,'13
'105906111,LAURA B NEGLEY EL,HAYS,'105,HAYS CISD,'105906,'13
'105906112,SCIENCE HALL EL,HAYS,'105,HAYS CISD,'105906,'13
'105906113,BLANCO VISTA EL,HAYS,'105,HAYS CISD,'105906,'13
'105906114,CAMINO REAL EL,HAYS,'105,HAYS CISD,'105906,'13
'105906115,CARPENTER HILL EL,HAYS,'105,HAYS CISD,'105906,'13
'105906116,RALPH PFLUGER EL,HAYS,'105,HAYS CISD,'105906,'13
'105906118,UHLAND EL,HAYS,'105,HAYS CISD,'105906,'13
'106901001,CANADIAN H S,HEMPHILL,'106,CANADIAN ISD,'106901,'16
'106901041,CANADIAN MIDDLE,HEMPHILL,'106,CANADIAN ISD,'106901,'16
'106901101,BAKER EL,HEMPHILL,'106,CANADIAN ISD,'106901,'16
'106901103,CANADIAN EL,HEMPHILL,'106,CANADIAN ISD,'106901,'16
'107901001,ATHENS H S,HENDERSON,'107,ATHENS ISD,'107901,'10
'107901041,ATHENS MIDDLE,HENDERSON,'107,ATHENS ISD,'107901,'10
'107901102,SOUTH ATHENS EL,HENDERSON,'107,ATHENS ISD,'107901,'10
'107901103,CENTRAL ATHENS,HENDERSON,'107,ATHENS ISD,'107901,'10
'107901104,BEL AIR EL,HENDERSON,'107,ATHENS ISD,'107901,'10
'107902001,BROWNSBORO H S,HENDERSON,'107,BROWNSBORO ISD,'107902,'07
'107902041,BROWNSBORO J H,HENDERSON,'107,BROWNSBORO ISD,'107902,'07
'107902101,BROWNSBORO EL,HENDERSON,'107,BROWNSBORO ISD,'107902,'07
'107902102,CHANDLER INT,HENDERSON,'107,BROWNSBORO ISD,'107902,'07
'107902103,CHANDLER EL,HENDERSON,'107,BROWNSBORO ISD,'107902,'07
'107902104,BROWNSBORO INT,HENDERSON,'107,BROWNSBORO ISD,'107902,'07
'107904001,CROSS ROADS H S,HENDERSON,'107,CROSS ROADS ISD,'107904,'07
'107904041,CROSS ROADS J H,HENDERSON,'107,CROSS ROADS ISD,'107904,'07
'107904101,CROSS ROADS EL,HENDERSON,'107,CROSS ROADS ISD,'107904,'07
'107905001,EUSTACE H S,HENDERSON,'107,EUSTACE ISD,'107905,'07
'107905101,EUSTACE PRI,HENDERSON,'107,EUSTACE ISD,'107905,'07
'107905102,EUSTACE MIDDLE,HENDERSON,'107,EUSTACE ISD,'107905,'07
'107905103,EUSTACE INT,HENDERSON,'107,EUSTACE ISD,'107905,'07
'107906001,MALAKOFF H S,HENDERSON,'107,MALAKOFF ISD,'107906,'07
'107906002,GATEWAY,HENDERSON,'107,MALAKOFF ISD,'107906,'07
'107906003,MALAKOFF ALTERNATIVE PROGRAM (MAP),HENDERSON,'107,MALAKOFF ISD,'107906,'07
'107906041,MALAKOFF MIDDLE,HENDERSON,'107,MALAKOFF ISD,'107906,'07
'107906102,MALAKOFF EL,HENDERSON,'107,MALAKOFF ISD,'107906,'07
'107906104,TOOL EL,HENDERSON,'107,MALAKOFF ISD,'107906,'07
'107907001,TRINIDAD SCHOOL,HENDERSON,'107,TRINIDAD ISD,'107907,'07
'107908101,MURCHISON EL,HENDERSON,'107,MURCHISON ISD,'107908,'07
'107910001,LAPOYNOR H S,HENDERSON,'107,LAPOYNOR ISD,'107910,'07
'107910041,LAPOYNOR J H,HENDERSON,'107,LAPOYNOR ISD,'107910,'07
'107910101,LAPOYNOR EL,HENDERSON,'107,LAPOYNOR ISD,'107910,'07
'108802101,HORIZON MONTESSORI,HIDALGO,'108,HORIZON MONTESSORI PUBLIC SCHOOLS,'108802,'01
'108802102,HORIZON MONTESSORI II,HIDALGO,'108,HORIZON MONTESSORI PUBLIC SCHOOLS,'108802,'01
'108802103,HORIZON MONTESSORI III,HIDALGO,'108,HORIZON MONTESSORI PUBLIC SCHOOLS,'108802,'01
'108804001,MIDVALLEY ACADEMY-MERCEDES CHARTER,HIDALGO,'108,MIDVALLEY ACADEMY CHARTER DISTRICT,'108804,'01
'108804002,MIDVALLEY ACADEMY-MCALLEN CHARTER,HIDALGO,'108,MIDVALLEY ACADEMY CHARTER DISTRICT,'108804,'01
'108804003,MIDVALLEY ACADEMY-SAN BENITO CHART,HIDALGO,'108,MIDVALLEY ACADEMY CHARTER DISTRICT,'108804,'01
'108804004,MIDVALLEY ACADEMY - BROWNSVILLE CH,HIDALGO,'108,MIDVALLEY ACADEMY CHARTER DISTRICT,'108804,'01
'108807001,IDEA COLLEGE PREP,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807002,IDEA QUEST COLLEGE PREPARATORY,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807003,IDEA FRONTIER COLLEGE PREPARATORY,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807004,IDEA COLLEGE PREPARATORY MISSION,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807005,IDEA COLLEGE PREPARATORY SAN BENIT,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807006,IDEA COLLEGE PREPARATORY SAN JUAN,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807007,IDEA COLLEGE PREPARATORY ALAMO,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807008,IDEA COLLEGE PREPARATORY PHARR,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807009,IDEA EDINBURG COLLEGE PREPARATORY,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807010,IDEA COLLEGE PREP WESLACO,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807011,IDEA MCALLEN COLLEGE PREPARATORY,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807012,IDEA BROWNSVILLE COLLEGE PREPARATO,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807013,IDEA WESLACO PIKE COLLEGE PREPARAT,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807014,IDEA RIVERVIEW COLLEGE PREPARATORY,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807015,IDEA NORTH MISSION COLLEGE PREPARA,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
'108807016,IDEA RIO GRANDE CITY COLLEGE PREPA,HIDALGO,'108,IDEA PUBLIC SCHOOLS,'108807,'01
